doc,tags,eng_doc,eng_tags
"보험 상담

보험 상품 안내
보험 가입 방법
보험 가입 기간","보험 상품,보험 가입 방법,보험 가입 기간","Insurance consultation

Insurance product guidance
Insurance enrollment method
Insurance enrollment period","Insurance product, insurance enrollment method, insurance enrollment period"
"중개 수수료 문의

중개 수수료가 얼마인가요?","중개 수수료,지불 방법","Inquiry about brokerage fee

How much is the brokerage fee?","Brokerage fee, payment method"
"상담 전화

저희 아들이 학교에서 괴롭힘을 당하고 있어요.","학교 폭력,대처 방법,문의 방법","Counseling call

Our son is being bullied at school.","School violence, coping methods, inquiry methods"
"상담 전화

제가 이번에 이사를 하게 되었는데, 이사 준비물이 뭐가 있을까요?","이사 준비물,이사 유의사항,이사비용","Counseling call

I'm moving this time, what are the preparations for the move?","Moving preparations, moving precautions, moving costs"
"부동산 시장 동향 문의

최근 부동산 시장 동향에 대해서 문의함","부동산 시장 동향,문의","Inquiry about the Real Estate Market Trend

Inquiring about the recent real estate market trend","Real Estate Market Trend, Inquiry"
"부동산 법률 상담

부동산 계약서 작성 방법
임대차 계약서 작성 방법
보증금 반환 문제","부동산 계약서,임대차 계약서,보증금 반환","Real Estate Legal Counseling

How to write a real estate contract
How to write a lease contract
Deposit refund problem","Real estate contract, lease contract, deposit refund"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","보험금 청구,치아 교정,치아 추출","Various conversations on the counseling phone

Request for customer protection measures
Counseling recording guidance
Reservation and inquiry for medical treatment","Insurance claim, dental correction, tooth extraction"
"부동산 중개사 상담

매물 등록 방법
매물 홍보 방법
중개 수수료 문제","매물 등록,매물 홍보,중개 수수료","Real Estate Broker Consultation

How to register a property
How to promote a property
Brokerage fee issues","Property registration, property promotion, brokerage fee"
"부동산 계약 상담

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","부동산 계약,고객 보호조치,상담 녹음,진료 예약","Real estate contract consultation

Request for customer protection measures
Counseling recording guidance
Reservation and inquiry for treatment","Real estate contract, customer protection measures, counseling recording, treatment reservation"
"부동산 계약 상담

계약서 작성 방법
보증금 및 중도금
계약서 작성 방법","부동산 계약,계약서 작성,보증금,중도금","Real estate contract consultation

How to write a contract
Security deposit and down payment
How to write a contract","Real estate contract, contract writing, security deposit, down payment"
"친구와 약속

저녁 약속 장소
메뉴 추천
예약 방법","약속 장소,메뉴 추천,예약 방법","Meeting with friends

Evening meeting place
Menu recommendation
Reservation method","Meeting place, menu recommendation, reservation method"
"치과 진료 예약 및 보호조치 요청

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","고객 보호조치,상담 녹음,진료 예약","Request for dental treatment reservation and protection measures

Request for customer protection measures
Counseling recording guidance
Reservation and inquiry for treatment","Customer protection measures, counseling recording, treatment reservation"
"치과 예약 조정

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","고객 보호조치,상담 녹음,진료 예약","Dental appointment adjustment

Request for customer protection measures
Counseling recording guidance
Appointment and inquiry for treatment","Customer protection measures, counseling recording, appointment for treatment"
"치과 예약 조정

진료 예약 및 문의
보험 적용 여부 확인","진료 예약,보험 적용","Adjusting dental appointment

Medical appointment and inquiry
Confirm insurance application","Medical appointment, insurance application"
"친구와 주말 계획

영화관 예매
맛집 추천","영화관 예매,맛집 추천","Weekend plans with friends

Booking a movie theater
Recommend a restaurant","Booking a movie theater, recommend a restaurant"
"치과 의사와 치료 비용 문의

치과 의사와 치료 비용 문의","치료비용,진료예약","Inquiring about dental treatment and cost

Inquiring about dental treatment and cost","Treatment cost, appointment reservation"
"치과 예약 변경

치과 예약 변경",진료예약,"Change dental appointment

Change dental appointment",Medical appointment
"치과 예약 취소

치과 예약 취소",진료예약,"Cancelling a dental appointment

Cancelling a dental appointment",Medical appointment
"치과 예약 확인

치과 예약 확인",진료예약,"Dental appointment confirmation

Dental appointment confirmation",Medical appointment
"친구와 저녁약속

친구와 저녁약속","사주카페,5만원,예약필수","Dinner with friends

Dinner with friends","Saju Cafe, 50,000 won, reservation required"
"치과 상담

치아 건강 조언
예약 문의","치아 건강,예약 문의","Dental consultation

Advice on dental health
Reservation inquiry","Dental health, reservation inquiry"
"치과 상담 및 예약

치아 건강 상담
보험 적용 여부
진료 예약","치아 건강,보험 적용,진료 예약","Dental consultation and reservation

Oral health consultation
Insurance application
Appointment reservation","Oral health, insurance application, appointment reservation"
"치과 진료 상담

치아 건강 상담
치아 교정
보험 적용 여부
진료 예약","치아 건강,치아 교정,보험 적용,진료 예약","Dental consultation

Oral health consultation
Orthodontics
Insurance application
Appointment for treatment","Oral health, orthodontics, insurance application, appointment for treatment"
"치과 의사와의 상담

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","고객 보호조치,상담 녹음,진료 예약","Consultation with dentist

Request for customer protection measures
Counseling recording guidance
Reservation and inquiry for treatment","Customer protection measures, counseling recording, treatment reservation"
"치과 의사와의 상담

치료 후유증 문의
진료 예약 및 문의","치료 후유증,진료 예약","Consultation with a dentist

Inquiry about post-treatment symptoms
Reservation and inquiry for treatment","Post-treatment symptoms, treatment reservation"
"친구와의 저녁약속

압구정 로데오
사주카페
금요일 저녁","사주카페,5만원,예약 필수","Dinner with friends

Apgujeong Rodeo
Saju Cafe
Friday evening","Saju Cafe, 50,000 won, reservation required"
"치과 진료 예약 및 문의

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","고객 보호조치,상담 녹음,진료 예약","Dental treatment reservation and inquiry

Request for customer protection measures
Counseling recording guidance
Reservation and inquiry for treatment","Customer protection measures, counseling recording, treatment reservation"
"커피샵에서의 대화

메뉴 추천
테이크아웃 가능 여부
할인 이벤트 안내","커피 메뉴,테이크아웃,할인 이벤트","Conversation at the coffee shop

Menu recommendation
Takeout availability
Discount event information","Coffee menu, takeout, discount event"
"보험 가입 상담

보험 상품 안내
보장 내용 설명
가입 절차 안내","보험 상품,보장 내용,가입 절차","Insurance enrollment consultation

Insurance product guidance
Explanation of coverage
Guidance on enrollment procedure","Insurance product, coverage, enrollment procedure"
"주식 매매 상담

주식 종목 추천
시장 동향 분석
매매 전략 안내","주식 종목,시장 동향,매매 전략","Stock trading consultation

Stock item recommendation
Market trend analysis
Trading strategy guidance","Stock item, market trend, trading strategy"
"치과 의사와 보험 처리 안내

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","보험 처리,진료 예약","Guidance on dental doctor and insurance processing

Request for customer protection measures
Counseling recording guidance
Reservation and inquiry for treatment","Insurance processing, treatment reservation"
